Base URL,Level 1 - Name,Level 1 - ID,Level 1 - URL
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
,,,
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
https://groceries.morrisons.com/browse,THE BEST,178974,https://groceries.morrisons.com/browse/178974
